district,year,month,hottest_month_name,week_of_year,weekly_max_temperature_C,days_in_week
Ratnapura,2014,4,April,18,28.5,1
Ratnapura,2015,7,July,26,28.5,1
Ratnapura,2015,7,July,27,28.8,7
Ratnapura,2015,7,July,28,28.5,7
Ratnapura,2015,7,July,29,28.4,7
Ratnapura,2015,7,July,30,28.5,7
Ratnapura,2015,7,July,31,28.0,2
Ratnapura,2016,4,April,14,31.8,7
Ratnapura,2016,4,April,15,32.1,7
Ratnapura,2016,4,April,16,31.8,7
Ratnapura,2016,4,April,17,31.7,7
Ratnapura,2016,4,April,18,31.6,2
Ratnapura,2017,4,April,13,31.8,1
Ratnapura,2017,4,April,14,32.0,7
Ratnapura,2017,4,April,15,30.7,7
Ratnapura,2017,4,April,16,30.9,7
Ratnapura,2017,4,April,17,31.0,7
Ratnapura,2017,4,April,18,32.3,1
Ratnapura,2018,4,April,13,30.5,1
Ratnapura,2018,4,April,14,31.4,7
Ratnapura,2018,4,April,15,30.7,7
Ratnapura,2018,4,April,16,31.4,7
Ratnapura,2018,4,April,17,31.5,7
Ratnapura,2018,4,April,18,30.3,1
Ratnapura,2019,5,May,18,30.9,6
Ratnapura,2019,5,May,19,30.7,7
Ratnapura,2019,5,May,20,30.3,7
Ratnapura,2019,5,May,21,30.2,7
Ratnapura,2019,5,May,22,30.0,4
Ratnapura,2020,3,March,9,34.9,3
Ratnapura,2020,3,March,10,34.1,7
Ratnapura,2020,3,March,11,34.8,7
Ratnapura,2020,3,March,12,32.7,7
Ratnapura,2020,3,March,13,33.7,7
Ratnapura,2021,4,April,13,30.1,1
Ratnapura,2021,4,April,14,31.6,7
Ratnapura,2021,4,April,15,30.8,7
Ratnapura,2021,4,April,16,30.0,7
Ratnapura,2021,4,April,17,31.1,7
Ratnapura,2021,4,April,18,29.9,1
Ratnapura,2022,3,March,9,31.5,4
Ratnapura,2022,3,March,10,33.2,7
Ratnapura,2022,3,March,11,30.8,7
Ratnapura,2022,3,March,12,30.9,7
Ratnapura,2022,3,March,13,32.4,6
Ratnapura,2023,8,August,31,29.6,5
Ratnapura,2023,8,August,32,30.2,7
Ratnapura,2023,8,August,33,30.0,7
Ratnapura,2023,8,August,34,30.5,7
Ratnapura,2023,8,August,35,30.2,5
Ratnapura,2024,4,April,14,33.6,7
Ratnapura,2024,4,April,15,33.6,7
Ratnapura,2024,4,April,16,32.6,7
Ratnapura,2024,4,April,17,33.2,7
Ratnapura,2024,4,April,18,32.8,2
Trincomalee,2010,3,March,9,31.4,4
Trincomalee,2010,3,March,10,33.0,7
Trincomalee,2010,3,March,11,31.6,7
Trincomalee,2010,3,March,12,32.1,7
Trincomalee,2010,3,March,13,33.2,6
Trincomalee,2011,6,June,22,33.9,3
Trincomalee,2011,6,June,23,35.1,7
Trincomalee,2011,6,June,24,34.5,7
Trincomalee,2011,6,June,25,35.4,7
Trincomalee,2011,6,June,26,35.4,6
Trincomalee,2012,5,May,18,34.2,5
Trincomalee,2012,5,May,19,35.3,7
Trincomalee,2012,5,May,20,36.2,7
Trincomalee,2012,5,May,21,36.6,7
Trincomalee,2012,5,May,22,35.9,5
Trincomalee,2013,4,April,13,32.1,1
Trincomalee,2013,4,April,14,33.9,7
Trincomalee,2013,4,April,15,32.7,7
Trincomalee,2013,4,April,16,34.3,7
Trincomalee,2013,4,April,17,33.7,7
Trincomalee,2013,4,April,18,32.0,1
Trincomalee,2014,4,April,13,33.1,1
Trincomalee,2014,4,April,14,32.6,7
Trincomalee,2014,4,April,15,33.7,7
Trincomalee,2014,4,April,16,33.2,7
Trincomalee,2014,4,April,17,33.0,7
Trincomalee,2014,4,April,18,31.3,1
Trincomalee,2015,7,July,26,34.3,1
Trincomalee,2015,7,July,27,34.9,7
Trincomalee,2015,7,July,28,35.1,7
Trincomalee,2015,7,July,29,34.2,7
Trincomalee,2015,7,July,30,35.0,7
Trincomalee,2015,7,July,31,34.2,2
Trincomalee,2016,4,April,14,32.9,7
Trincomalee,2016,4,April,15,35.1,7
Trincomalee,2016,4,April,16,33.6,7
Trincomalee,2016,4,April,17,35.8,7
Trincomalee,2016,4,April,18,33.7,2
Trincomalee,2017,4,April,13,32.0,1
Trincomalee,2017,4,April,14,33.2,7
Trincomalee,2017,4,April,15,35.4,7
Trincomalee,2017,4,April,16,38.8,7
Trincomalee,2017,4,April,17,38.0,7
Trincomalee,2017,4,April,18,33.2,1
Trincomalee,2018,4,April,13,31.2,1
Trincomalee,2018,4,April,14,31.1,7
Trincomalee,2018,4,April,15,31.3,7
Trincomalee,2018,4,April,16,32.6,7
Trincomalee,2018,4,April,17,33.3,7
Trincomalee,2018,4,April,18,34.8,1
Trincomalee,2019,5,May,18,38.1,6
Trincomalee,2019,5,May,19,38.8,7
Trincomalee,2019,5,May,20,38.3,7
Trincomalee,2019,5,May,21,37.2,7
Trincomalee,2019,5,May,22,38.1,4
Trincomalee,2020,3,March,9,29.5,3
Trincomalee,2020,3,March,10,30.8,7
Trincomalee,2020,3,March,11,30.6,7
Trincomalee,2020,3,March,12,31.4,7
Trincomalee,2020,3,March,13,31.4,7
Trincomalee,2021,4,April,13,36.2,1
Trincomalee,2021,4,April,14,37.8,7
Trincomalee,2021,4,April,15,32.3,7
Trincomalee,2021,4,April,16,34.5,7
Trincomalee,2021,4,April,17,33.9,7
Trincomalee,2021,4,April,18,32.3,1
Trincomalee,2022,3,March,9,29.0,4
Trincomalee,2022,3,March,10,29.4,7
Trincomalee,2022,3,March,11,31.6,7
Trincomalee,2022,3,March,12,34.2,7
Trincomalee,2022,3,March,13,32.6,6
Trincomalee,2023,8,August,31,37.4,5
Trincomalee,2023,8,August,32,37.5,7
Trincomalee,2023,8,August,33,36.3,7
Trincomalee,2023,8,August,34,37.1,7
Trincomalee,2023,8,August,35,37.0,5
Trincomalee,2024,4,April,14,34.1,7
Trincomalee,2024,4,April,15,32.5,7
Trincomalee,2024,4,April,16,34.6,7
Trincomalee,2024,4,April,17,34.1,7
Trincomalee,2024,4,April,18,33.8,2
Vavuniya,2010,3,March,9,34.6,4
Vavuniya,2010,3,March,10,36.1,7
Vavuniya,2010,3,March,11,36.3,7
Vavuniya,2010,3,March,12,36.6,7
Vavuniya,2010,3,March,13,33.9,6
Vavuniya,2011,6,June,22,32.5,3
Vavuniya,2011,6,June,23,34.2,7
Vavuniya,2011,6,June,24,34.0,7
Vavuniya,2011,6,June,25,36.4,7
Vavuniya,2011,6,June,26,35.6,6
Vavuniya,2012,5,May,18,32.9,5
Vavuniya,2012,5,May,19,36.1,7
Vavuniya,2012,5,May,20,36.6,7
Vavuniya,2012,5,May,21,36.1,7
Vavuniya,2012,5,May,22,35.3,5
Vavuniya,2013,4,April,13,33.9,1
Vavuniya,2013,4,April,14,36.5,7
Vavuniya,2013,4,April,15,36.0,7
Vavuniya,2013,4,April,16,36.2,7
Vavuniya,2013,4,April,17,33.7,7
Vavuniya,2013,4,April,18,33.8,1
Vavuniya,2014,4,April,13,36.9,1
Vavuniya,2014,4,April,14,37.2,7
Vavuniya,2014,4,April,15,35.1,7
Vavuniya,2014,4,April,16,35.6,7
Vavuniya,2014,4,April,17,34.7,7
Vavuniya,2014,4,April,18,32.2,1
Vavuniya,2015,7,July,26,33.1,1
Vavuniya,2015,7,July,27,34.2,7
Vavuniya,2015,7,July,28,35.1,7
Vavuniya,2015,7,July,29,34.0,7
Vavuniya,2015,7,July,30,34.9,7
Vavuniya,2015,7,July,31,32.9,2
Vavuniya,2016,4,April,14,35.6,7
Vavuniya,2016,4,April,15,36.4,7
Vavuniya,2016,4,April,16,35.2,7
Vavuniya,2016,4,April,17,36.4,7
Vavuniya,2016,4,April,18,36.7,2
Vavuniya,2017,4,April,13,35.0,1
Vavuniya,2017,4,April,14,36.7,7
Vavuniya,2017,4,April,15,36.9,7
Vavuniya,2017,4,April,16,38.1,7
Vavuniya,2017,4,April,17,39.3,7
Vavuniya,2017,4,April,18,38.1,1
Vavuniya,2018,4,April,13,35.9,1
Vavuniya,2018,4,April,14,36.1,7
Vavuniya,2018,4,April,15,33.5,7
Vavuniya,2018,4,April,16,36.4,7
Vavuniya,2018,4,April,17,36.7,7
Vavuniya,2018,4,April,18,36.9,1
Vavuniya,2019,5,May,18,35.3,6
Vavuniya,2019,5,May,19,37.6,7
Vavuniya,2019,5,May,20,36.6,7
Vavuniya,2019,5,May,21,35.5,7
Vavuniya,2019,5,May,22,37.3,4
Vavuniya,2020,3,March,9,33.2,3
Vavuniya,2020,3,March,10,34.5,7
Vavuniya,2020,3,March,11,34.4,7
Vavuniya,2020,3,March,12,36.1,7
Vavuniya,2020,3,March,13,34.8,7
Vavuniya,2021,4,April,13,35.5,1
Vavuniya,2021,4,April,14,36.8,7
Vavuniya,2021,4,April,15,32.3,7
Vavuniya,2021,4,April,16,33.2,7
Vavuniya,2021,4,April,17,33.7,7
Vavuniya,2021,4,April,18,33.6,1
Vavuniya,2022,3,March,9,30.7,4
Vavuniya,2022,3,March,10,31.5,7
Vavuniya,2022,3,March,11,33.4,7
Vavuniya,2022,3,March,12,34.6,7
Vavuniya,2022,3,March,13,35.0,6
Vavuniya,2023,8,August,31,37.8,5
Vavuniya,2023,8,August,32,38.7,7
Vavuniya,2023,8,August,33,35.0,7
Vavuniya,2023,8,August,34,37.9,7
Vavuniya,2023,8,August,35,36.4,5
Vavuniya,2024,4,April,14,39.4,7
Vavuniya,2024,4,April,15,38.9,7
Vavuniya,2024,4,April,16,38.0,7
Vavuniya,2024,4,April,17,39.0,7
Vavuniya,2024,4,April,18,37.3,2
Welimada,2010,3,March,9,27.6,4
Welimada,2010,3,March,10,29.0,7
Welimada,2010,3,March,11,28.4,7
Welimada,2010,3,March,12,28.5,7
Welimada,2010,3,March,13,26.5,6
Welimada,2011,6,June,22,27.7,3
Welimada,2011,6,June,23,28.8,7
Welimada,2011,6,June,24,28.7,7
Welimada,2011,6,June,25,29.9,7
Welimada,2011,6,June,26,29.6,6
Welimada,2012,5,May,18,27.3,5
Welimada,2012,5,May,19,28.2,7
Welimada,2012,5,May,20,29.6,7
Welimada,2012,5,May,21,29.2,7
Welimada,2012,5,May,22,29.5,5
Welimada,2013,4,April,13,26.4,1
Welimada,2013,4,April,14,27.4,7
Welimada,2013,4,April,15,27.0,7
Welimada,2013,4,April,16,27.6,7
Welimada,2013,4,April,17,26.1,7
Welimada,2013,4,April,18,25.8,1
Welimada,2014,4,April,13,28.8,1
Welimada,2014,4,April,14,28.5,7
Welimada,2014,4,April,15,27.6,7
Welimada,2014,4,April,16,28.4,7
Welimada,2014,4,April,17,27.0,7
Welimada,2014,4,April,18,25.2,1
Welimada,2015,7,July,26,27.3,1
Welimada,2015,7,July,27,29.3,7
Welimada,2015,7,July,28,28.9,7
Welimada,2015,7,July,29,28.4,7
Welimada,2015,7,July,30,29.0,7
Welimada,2015,7,July,31,29.1,2
Welimada,2016,4,April,14,27.5,7
Welimada,2016,4,April,15,28.2,7
Welimada,2016,4,April,16,27.9,7
Welimada,2016,4,April,17,30.0,7
Welimada,2016,4,April,18,27.6,2
Welimada,2017,4,April,13,25.6,1
Welimada,2017,4,April,14,26.8,7
Welimada,2017,4,April,15,28.2,7
Welimada,2017,4,April,16,28.9,7
Welimada,2017,4,April,17,28.6,7
Welimada,2017,4,April,18,28.1,1
Welimada,2018,4,April,13,24.8,1
Welimada,2018,4,April,14,25.8,7
Welimada,2018,4,April,15,25.0,7
Welimada,2018,4,April,16,25.4,7
Welimada,2018,4,April,17,26.1,7
Welimada,2018,4,April,18,26.0,1
Welimada,2019,5,May,18,27.9,6
Welimada,2019,5,May,19,28.4,7
Welimada,2019,5,May,20,29.1,7
Welimada,2019,5,May,21,27.6,7
Welimada,2019,5,May,22,27.9,4
Welimada,2020,3,March,9,25.2,3
Welimada,2020,3,March,10,25.5,7
Welimada,2020,3,March,11,27.0,7
Welimada,2020,3,March,12,26.3,7
Welimada,2020,3,March,13,27.1,7
Welimada,2021,4,April,13,26.8,1
Welimada,2021,4,April,14,28.0,7
Welimada,2021,4,April,15,24.3,7
Welimada,2021,4,April,16,25.2,7
Welimada,2021,4,April,17,25.7,7
Welimada,2021,4,April,18,24.3,1
Welimada,2022,3,March,9,23.4,4
Welimada,2022,3,March,10,24.4,7
Welimada,2022,3,March,11,25.2,7
Welimada,2022,3,March,12,26.9,7
Welimada,2022,3,March,13,25.9,6
Welimada,2023,8,August,31,30.8,5
Welimada,2023,8,August,32,29.7,7
Welimada,2023,8,August,33,28.9,7
Welimada,2023,8,August,34,30.0,7
Welimada,2023,8,August,35,28.9,5
Welimada,2024,4,April,14,28.1,7
Welimada,2024,4,April,15,27.4,7
Welimada,2024,4,April,16,27.9,7
Welimada,2024,4,April,17,28.1,7
Welimada,2024,4,April,18,27.2,2
